song,tot_laudness_mean,tot_laudness_std,SONE_mean0,SONE_mean1,SONE_mean2,SONE_mean3,SONE_mean4,SONE_mean5,SONE_mean6,SONE_mean7,SONE_mean8,SONE_mean9,SONE_mean10,SONE_mean11,SONE_mean12,SONE_mean13,SONE_mean14,SONE_mean15,SONE_mean16,SONE_mean17,SONE_mean18,SONE_mean19,SONE_mean20,SONE_mean21,SONE_mean22,SONE_mean23,SONE_std0,SONE_std1,SONE_std2,SONE_std3,SONE_std4,SONE_std5,SONE_std6,SONE_std7,SONE_std8,SONE_std9,SONE_std10,SONE_std11,SONE_std12,SONE_std13,SONE_std14,SONE_std15,SONE_std16,SONE_std17,SONE_std18,SONE_std19,SONE_std20,SONE_std21,SONE_std22,SONE_std23
1739.mp3,0.05987229611555169,0.034228550962375925,[0.0192001,0.02595492,0.02395701,0.0172617,0.00753626,0.0102825,0.00801018,0.00523088,0.00308676,0.00137085,0.00220491,0.00189043,0.00355287,0.00316912,0.00271866,0.00344041,0.00108381,0.00114606,0.00078527,0.00090044,0.00069725,0.00076764,0.00311178,0.00151981],[0.0192001,0.02595492,0.02395701,0.0172617,0.00753626,0.0102825,0.00801018,0.00523088,0.00308676,0.00137085,0.00220491,0.00189043,0.00355287,0.00316912,0.00271866,0.00344041,0.00108381,0.00114606,0.00078527,0.00090044,0.00069725,0.00076764,0.00311178,0.00151981]
1740.mp3,0.13514090261419742,0.05767945503928845,[0.04054608,0.05172264,0.04745973,0.05051721,0.01424162,0.01967382,0.01128732,0.01877172,0.0232873,0.00943768,0.00482491,0.0038023,0.01131635,0.01223594,0.0120774,0.00955208,0.01054875,0.01310112,0.0150233,0.0165768,0.02338399,0.01572241,0.01142563,0.01007056],[0.04054608,0.05172264,0.04745973,0.05051721,0.01424162,0.01967382,0.01128732,0.01877172,0.0232873,0.00943768,0.00482491,0.0038023,0.01131635,0.01223594,0.0120774,0.00955208,0.01054875,0.01310112,0.0150233,0.0165768,0.02338399,0.01572241,0.01142563,0.01007056]
1741.mp3,0.16634396594326561,0.059257917369526666,[9.31202895e-02,9.32355742e-02,4.23679455e-02,4.46167128e-02,1.90548978e-02,2.49725078e-02,2.85868096e-02,4.25599731e-02,2.96883749e-02,1.35182299e-02,6.68375928e-03,2.15194528e-03,2.10915261e-03,1.98282771e-03,2.91361828e-03,5.13289961e-03,9.58826927e-04,8.10413267e-04,1.16782847e-03,3.20351087e-04,9.47546439e-05,6.25145613e-05,6.76343586e-05,1.42250635e-04],[9.31202895e-02,9.32355742e-02,4.23679455e-02,4.46167128e-02,1.90548978e-02,2.49725078e-02,2.85868096e-02,4.25599731e-02,2.96883749e-02,1.35182299e-02,6.68375928e-03,2.15194528e-03,2.10915261e-03,1.98282771e-03,2.91361828e-03,5.13289961e-03,9.58826927e-04,8.10413267e-04,1.16782847e-03,3.20351087e-04,9.47546439e-05,6.25145613e-05,6.76343586e-05,1.42250635e-04]
1742.mp3,0.17101370504266714,0.06374938808635536,[0.09718208,0.0404094,0.02442606,0.03013396,0.01284138,0.01685443,0.01425199,0.0166178,0.0071737,0.01160859,0.01358493,0.01413156,0.0146175,0.01493939,0.02229814,0.02744114,0.02507367,0.02491042,0.02434673,0.02171105,0.02667908,0.02142324,0.02097945,0.01535207],[0.09718208,0.0404094,0.02442606,0.03013396,0.01284138,0.01685443,0.01425199,0.0166178,0.0071737,0.01160859,0.01358493,0.01413156,0.0146175,0.01493939,0.02229814,0.02744114,0.02507367,0.02491042,0.02434673,0.02171105,0.02667908,0.02142324,0.02097945,0.01535207]
1743.mp3,0.12412564709784235,0.05899300633456415,[0.01261201,0.03501031,0.04460028,0.03276741,0.02104058,0.02510045,0.02543584,0.02547737,0.01483843,0.0127645,0.02007491,0.01072011,0.02994606,0.01471272,0.02123518,0.01583099,0.01414998,0.01647369,0.0106162,0.0076413,0.00787835,0.00489239,0.00389854,0.00207126],[0.01261201,0.03501031,0.04460028,0.03276741,0.02104058,0.02510045,0.02543584,0.02547737,0.01483843,0.0127645,0.02007491,0.01072011,0.02994606,0.01471272,0.02123518,0.01583099,0.01414998,0.01647369,0.0106162,0.0076413,0.00787835,0.00489239,0.00389854,0.00207126]
1744.mp3,0.12820014939434587,0.05844333132218848,[0.04394007,0.04022155,0.01868925,0.01785124,0.01060809,0.0158268,0.02469973,0.03701916,0.01754912,0.00756457,0.00890853,0.01101634,0.01480128,0.00831772,0.00890996,0.00943782,0.00634583,0.00754708,0.00917656,0.00839214,0.00685836,0.00839044,0.00961276,0.00913854],[0.04394007,0.04022155,0.01868925,0.01785124,0.01060809,0.0158268,0.02469973,0.03701916,0.01754912,0.00756457,0.00890853,0.01101634,0.01480128,0.00831772,0.00890996,0.00943782,0.00634583,0.00754708,0.00917656,0.00839214,0.00685836,0.00839044,0.00961276,0.00913854]
1745.mp3,0.14525414526756575,0.06760981989706434,[0.05717137,0.0585299,0.04306762,0.03306434,0.01602644,0.01895578,0.01637636,0.02157303,0.01740802,0.01416115,0.01653347,0.01872886,0.01617104,0.01428103,0.01915369,0.01701103,0.01575571,0.01448707,0.0162986,0.01327711,0.01275246,0.01383558,0.01362744,0.00837283],[0.05717137,0.0585299,0.04306762,0.03306434,0.01602644,0.01895578,0.01637636,0.02157303,0.01740802,0.01416115,0.01653347,0.01872886,0.01617104,0.01428103,0.01915369,0.01701103,0.01575571,0.01448707,0.0162986,0.01327711,0.01275246,0.01383558,0.01362744,0.00837283]
1746.mp3,0.13310901541905168,0.07524201353674062,[0.05641641,0.04449663,0.03096356,0.02668009,0.00816593,0.0238826,0.0167517,0.00861786,0.01257188,0.01928072,0.01426956,0.01073982,0.0123804,0.00946961,0.00873471,0.01030794,0.01100322,0.0176855,0.02090011,0.02504374,0.0212752,0.02017194,0.01912533,0.01416722],[0.05641641,0.04449663,0.03096356,0.02668009,0.00816593,0.0238826,0.0167517,0.00861786,0.01257188,0.01928072,0.01426956,0.01073982,0.0123804,0.00946961,0.00873471,0.01030794,0.01100322,0.0176855,0.02090011,0.02504374,0.0212752,0.02017194,0.01912533,0.01416722]
1747.mp3,0.10436382585815084,0.06309547523400956,[0.02510236,0.04288434,0.03083429,0.03411415,0.01497871,0.02149072,0.00906092,0.00856054,0.0046188,0.0095437,0.00314977,0.00301995,0.00609886,0.00145365,0.0024617,0.00385918,0.00340733,0.00404635,0.00460933,0.00493257,0.00678913,0.00749944,0.02052572,0.01345588],[0.02510236,0.04288434,0.03083429,0.03411415,0.01497871,0.02149072,0.00906092,0.00856054,0.0046188,0.0095437,0.00314977,0.00301995,0.00609886,0.00145365,0.0024617,0.00385918,0.00340733,0.00404635,0.00460933,0.00493257,0.00678913,0.00749944,0.02052572,0.01345588]
1748.mp3,0.14029850389446258,0.058717440903576994,[0.04871256,0.04595953,0.05353869,0.05453031,0.01778753,0.02053923,0.01833051,0.01553445,0.00825811,0.00388383,0.00676861,0.01055774,0.01031095,0.00581878,0.00802033,0.01203687,0.00788526,0.01336569,0.00998283,0.02041472,0.01775384,0.02592094,0.01976686,0.00610312],[0.04871256,0.04595953,0.05353869,0.05453031,0.01778753,0.02053923,0.01833051,0.01553445,0.00825811,0.00388383,0.00676861,0.01055774,0.01031095,0.00581878,0.00802033,0.01203687,0.00788526,0.01336569,0.00998283,0.02041472,0.01775384,0.02592094,0.01976686,0.00610312]
1749.mp3,0.1740873322028568,0.05309408948427741,[0.10153011,0.05962721,0.03855762,0.03626874,0.02611197,0.02764829,0.01805185,0.02899574,0.01691178,0.01171421,0.00966273,0.01019216,0.00863369,0.0085507,0.00936605,0.00670407,0.0105387,0.0149167,0.01470365,0.01385595,0.01607427,0.01840382,0.01694994,0.01177961],[0.10153011,0.05962721,0.03855762,0.03626874,0.02611197,0.02764829,0.01805185,0.02899574,0.01691178,0.01171421,0.00966273,0.01019216,0.00863369,0.0085507,0.00936605,0.00670407,0.0105387,0.0149167,0.01470365,0.01385595,0.01607427,0.01840382,0.01694994,0.01177961]
1750.mp3,0.13268935222597433,0.09425339771812566,[0.04250747,0.03692314,0.02766442,0.03647022,0.02065437,0.03490904,0.01858519,0.02006495,0.01410359,0.01174547,0.01229728,0.00870793,0.00957962,0.00765331,0.00951385,0.00987957,0.00958283,0.01371708,0.01490462,0.01313301,0.01471709,0.01940374,0.03229432,0.04292357],[0.04250747,0.03692314,0.02766442,0.03647022,0.02065437,0.03490904,0.01858519,0.02006495,0.01410359,0.01174547,0.01229728,0.00870793,0.00957962,0.00765331,0.00951385,0.00987957,0.00958283,0.01371708,0.01490462,0.01313301,0.01471709,0.01940374,0.03229432,0.04292357]
1751.mp3,0.117896726411077,0.0858692476195734,[0.05428451,0.04155257,0.02042136,0.02468454,0.01419973,0.01579829,0.01676994,0.01353919,0.01106631,0.01512681,0.01487898,0.01249365,0.01534912,0.01275123,0.01634893,0.01579331,0.0111866,0.01044825,0.01023589,0.01042776,0.01004425,0.01264097,0.01872139,0.01007757],[0.05428451,0.04155257,0.02042136,0.02468454,0.01419973,0.01579829,0.01676994,0.01353919,0.01106631,0.01512681,0.01487898,0.01249365,0.01534912,0.01275123,0.01634893,0.01579331,0.0111866,0.01044825,0.01023589,0.01042776,0.01004425,0.01264097,0.01872139,0.01007757]
1752.mp3,0.16680190129639783,0.07746235899451936,[0.07375702,0.04684787,0.02931227,0.02188294,0.010081,0.01246389,0.01230947,0.01733607,0.017596,0.01602736,0.01840153,0.0171118,0.0175591,0.01526109,0.0171275,0.01797464,0.01639513,0.02537478,0.0279204,0.03060584,0.03037948,0.03308432,0.03068197,0.02810505],[0.07375702,0.04684787,0.02931227,0.02188294,0.010081,0.01246389,0.01230947,0.01733607,0.017596,0.01602736,0.01840153,0.0171118,0.0175591,0.01526109,0.0171275,0.01797464,0.01639513,0.02537478,0.0279204,0.03060584,0.03037948,0.03308432,0.03068197,0.02810505]
1753.mp3,0.11503157013703141,0.056828357865643685,[5.06746940e-02,6.67593801e-02,3.06756945e-02,2.45883041e-02,9.04348496e-03,1.04457116e-02,1.04427203e-02,1.26212623e-02,8.77773330e-03,8.01708168e-03,1.21567978e-02,5.34374573e-03,1.93016241e-02,2.22816495e-02,1.36804015e-02,1.04664096e-02,8.22818518e-03,3.46010519e-03,6.96113908e-04,4.69527326e-04,1.59049231e-04,1.73273967e-04,9.62312473e-05,1.09164725e-04],[5.06746940e-02,6.67593801e-02,3.06756945e-02,2.45883041e-02,9.04348496e-03,1.04457116e-02,1.04427203e-02,1.26212623e-02,8.77773330e-03,8.01708168e-03,1.21567978e-02,5.34374573e-03,1.93016241e-02,2.22816495e-02,1.36804015e-02,1.04664096e-02,8.22818518e-03,3.46010519e-03,6.96113908e-04,4.69527326e-04,1.59049231e-04,1.73273967e-04,9.62312473e-05,1.09164725e-04]
1754.mp3,0.1020942130369212,0.05487132155652901,[0.06157914,0.04601482,0.03650479,0.03559935,0.00910454,0.01021703,0.01196466,0.00622895,0.0017167,0.00107278,0.00274808,0.00176,0.00173877,0.00206787,0.00319188,0.00273763,0.00236743,0.00493323,0.00403158,0.00189986,0.00254945,0.00318812,0.00300703,0.00361335],[0.06157914,0.04601482,0.03650479,0.03559935,0.00910454,0.01021703,0.01196466,0.00622895,0.0017167,0.00107278,0.00274808,0.00176,0.00173877,0.00206787,0.00319188,0.00273763,0.00236743,0.00493323,0.00403158,0.00189986,0.00254945,0.00318812,0.00300703,0.00361335]
1755.mp3,0.1298200534928757,0.06332819952727671,[0.06865111,0.05334558,0.03334361,0.04175465,0.01220521,0.00977528,0.00919598,0.01710358,0.00795838,0.0128087,0.0097367,0.00619731,0.00622449,0.00576625,0.00645949,0.00616264,0.00818628,0.01077342,0.01133306,0.01110032,0.00980527,0.00831808,0.00701552,0.00501917],[0.06865111,0.05334558,0.03334361,0.04175465,0.01220521,0.00977528,0.00919598,0.01710358,0.00795838,0.0128087,0.0097367,0.00619731,0.00622449,0.00576625,0.00645949,0.00616264,0.00818628,0.01077342,0.01133306,0.01110032,0.00980527,0.00831808,0.00701552,0.00501917]
1756.mp3,0.10144485250899792,0.04366811995016988,[0.03504992,0.03397475,0.02425584,0.04370924,0.02000668,0.01505323,0.01057172,0.01492774,0.01102448,0.0083283,0.00977245,0.00241366,0.0034288,0.00208849,0.00139363,0.00172356,0.00166068,0.00147845,0.00086135,0.00039622,0.00017596,0.00036732,0.0025157,0.00129942],[0.03504992,0.03397475,0.02425584,0.04370924,0.02000668,0.01505323,0.01057172,0.01492774,0.01102448,0.0083283,0.00977245,0.00241366,0.0034288,0.00208849,0.00139363,0.00172356,0.00166068,0.00147845,0.00086135,0.00039622,0.00017596,0.00036732,0.0025157,0.00129942]
1757.mp3,0.07905732343717707,0.05581090702471803,[0.02743117,0.04146687,0.02689062,0.02251174,0.01124953,0.0119194,0.01075827,0.01067203,0.01125828,0.00249816,0.00165352,0.00087695,0.00138823,0.00047936,0.00046225,0.00027323,0.00018392,0.00020243,0.00019109,0.00022198,0.00017025,0.00017982,0.00019917,0.00025274],[0.02743117,0.04146687,0.02689062,0.02251174,0.01124953,0.0119194,0.01075827,0.01067203,0.01125828,0.00249816,0.00165352,0.00087695,0.00138823,0.00047936,0.00046225,0.00027323,0.00018392,0.00020243,0.00019109,0.00022198,0.00017025,0.00017982,0.00019917,0.00025274]
1758.mp3,0.13239315538276378,0.06592373729175376,[0.06420758,0.02764781,0.03641204,0.05142603,0.01465107,0.0144408,0.01085691,0.0094353,0.01091223,0.00918812,0.01283253,0.01361707,0.01084186,0.00446019,0.00486775,0.00908448,0.00493663,0.00698734,0.0073385,0.00861578,0.00900527,0.01157247,0.01204074,0.00988576],[0.06420758,0.02764781,0.03641204,0.05142603,0.01465107,0.0144408,0.01085691,0.0094353,0.01091223,0.00918812,0.01283253,0.01361707,0.01084186,0.00446019,0.00486775,0.00908448,0.00493663,0.00698734,0.0073385,0.00861578,0.00900527,0.01157247,0.01204074,0.00988576]
1759.mp3,0.08955192173604398,0.06447950715899287,[0.03642553,0.03209342,0.01895954,0.0193962,0.00840681,0.01096675,0.01580011,0.00770642,0.0099401,0.00263046,0.00753802,0.00670526,0.00579234,0.00331978,0.00329311,0.00441302,0.00443021,0.00604366,0.00799652,0.00881631,0.00670227,0.00647451,0.00519855,0.00317961],[0.03642553,0.03209342,0.01895954,0.0193962,0.00840681,0.01096675,0.01580011,0.00770642,0.0099401,0.00263046,0.00753802,0.00670526,0.00579234,0.00331978,0.00329311,0.00441302,0.00443021,0.00604366,0.00799652,0.00881631,0.00670227,0.00647451,0.00519855,0.00317961]
1760.mp3,0.1327275549596648,0.0783810102109135,[0.04776032,0.01870724,0.01585483,0.01972572,0.01259158,0.01461887,0.02117938,0.03041924,0.0317319,0.0166297,0.01834687,0.00814626,0.02067295,0.00908875,0.02344194,0.02399639,0.01542257,0.02711617,0.02725943,0.02062702,0.01791795,0.021142,0.0154671,0.01027574],[0.04776032,0.01870724,0.01585483,0.01972572,0.01259158,0.01461887,0.02117938,0.03041924,0.0317319,0.0166297,0.01834687,0.00814626,0.02067295,0.00908875,0.02344194,0.02399639,0.01542257,0.02711617,0.02725943,0.02062702,0.01791795,0.021142,0.0154671,0.01027574]
1761.mp3,0.14243305771154907,0.06316440929638395,[0.050775,0.04899547,0.03464338,0.02504091,0.00912877,0.0161992,0.01627952,0.0212696,0.01700424,0.01345867,0.01513878,0.01428544,0.01555626,0.01521757,0.01538824,0.02079068,0.021172,0.02595082,0.03264252,0.02847611,0.02235769,0.01843899,0.01337411,0.00464248],[0.050775,0.04899547,0.03464338,0.02504091,0.00912877,0.0161992,0.01627952,0.0212696,0.01700424,0.01345867,0.01513878,0.01428544,0.01555626,0.01521757,0.01538824,0.02079068,0.021172,0.02595082,0.03264252,0.02847611,0.02235769,0.01843899,0.01337411,0.00464248]
1762.mp3,0.1564888663352798,0.05715569123967249,[0.06100631,0.0344187,0.04640708,0.066531,0.03959459,0.02396238,0.01917766,0.02997326,0.02449134,0.01218186,0.02080079,0.01258611,0.01393377,0.0107609,0.00908928,0.0101969,0.00974953,0.01139947,0.01238876,0.01457856,0.01158147,0.00987106,0.0096064,0.00735254],[0.06100631,0.0344187,0.04640708,0.066531,0.03959459,0.02396238,0.01917766,0.02997326,0.02449134,0.01218186,0.02080079,0.01258611,0.01393377,0.0107609,0.00908928,0.0101969,0.00974953,0.01139947,0.01238876,0.01457856,0.01158147,0.00987106,0.0096064,0.00735254]
1763.mp3,0.13126249219027833,0.056958443804372975,[7.50185615e-02,4.20548480e-02,3.45173678e-02,2.84623915e-02,1.14000938e-02,1.66724616e-02,1.26547666e-02,9.60323486e-03,9.38308191e-03,6.75903389e-03,2.41247655e-02,8.12048940e-03,1.64602294e-02,1.65735797e-02,8.26419156e-03,1.02063225e-02,7.92321711e-03,3.66017201e-03,6.66075634e-04,3.28390824e-04,5.91101151e-05,5.26845918e-05,6.40576434e-05,3.86644216e-05],[7.50185615e-02,4.20548480e-02,3.45173678e-02,2.84623915e-02,1.14000938e-02,1.66724616e-02,1.26547666e-02,9.60323486e-03,9.38308191e-03,6.75903389e-03,2.41247655e-02,8.12048940e-03,1.64602294e-02,1.65735797e-02,8.26419156e-03,1.02063225e-02,7.92321711e-03,3.66017201e-03,6.66075634e-04,3.28390824e-04,5.91101151e-05,5.26845918e-05,6.40576434e-05,3.86644216e-05]
1764.mp3,0.09376691330188781,0.06878753207760882,[0.05203003,0.01925667,0.00928937,0.01955906,0.00608498,0.0130791,0.00859139,0.00891795,0.01179766,0.01250127,0.0105795,0.00867687,0.01117526,0.00799424,0.00985624,0.01283359,0.01328759,0.01674396,0.0065835,0.00361559,0.00182882,0.00200784,0.00249041,0.00316291],[0.05203003,0.01925667,0.00928937,0.01955906,0.00608498,0.0130791,0.00859139,0.00891795,0.01179766,0.01250127,0.0105795,0.00867687,0.01117526,0.00799424,0.00985624,0.01283359,0.01328759,0.01674396,0.0065835,0.00361559,0.00182882,0.00200784,0.00249041,0.00316291]
1765.mp3,0.1350220165061132,0.06750813184374906,[0.04774965,0.05373846,0.04663123,0.03398842,0.01021428,0.01405937,0.01059165,0.013346,0.01994324,0.01460655,0.01146219,0.02296809,0.01238664,0.01207193,0.01027985,0.01668392,0.0158165,0.01854074,0.01625658,0.01717318,0.01358389,0.01334603,0.01123879,0.00695256],[0.04774965,0.05373846,0.04663123,0.03398842,0.01021428,0.01405937,0.01059165,0.013346,0.01994324,0.01460655,0.01146219,0.02296809,0.01238664,0.01207193,0.01027985,0.01668392,0.0158165,0.01854074,0.01625658,0.01717318,0.01358389,0.01334603,0.01123879,0.00695256]
1766.mp3,0.09332887118454723,0.05198726857106879,[1.83003814e-02,5.83663569e-02,3.77938475e-02,3.19628170e-02,8.14992926e-03,1.42251446e-02,6.53792716e-03,7.22254175e-03,6.37623550e-03,3.33491993e-03,5.23379591e-03,4.22351908e-03,4.51950145e-03,5.98548647e-03,5.40083800e-03,8.04417572e-03,5.26289359e-03,5.53479740e-03,1.86260434e-03,8.29646348e-04,3.21921466e-04,9.46129045e-05,4.95673071e-05,6.60664509e-06],[1.83003814e-02,5.83663569e-02,3.77938475e-02,3.19628170e-02,8.14992926e-03,1.42251446e-02,6.53792716e-03,7.22254175e-03,6.37623550e-03,3.33491993e-03,5.23379591e-03,4.22351908e-03,4.51950145e-03,5.98548647e-03,5.40083800e-03,8.04417572e-03,5.26289359e-03,5.53479740e-03,1.86260434e-03,8.29646348e-04,3.21921466e-04,9.46129045e-05,4.95673071e-05,6.60664509e-06]
1767.mp3,0.056649840466873345,0.05423113443766858,[8.89668734e-03,1.20368829e-02,1.66083328e-02,4.13804391e-02,1.58656719e-02,7.94091451e-03,4.80640548e-03,5.14882040e-03,5.00024661e-03,1.01979731e-03,5.38765988e-04,4.89763154e-04,8.53593543e-04,1.67384561e-05,9.37048523e-06,6.44583204e-06,1.42608130e-05,1.01080599e-03,5.12074541e-05,8.03461791e-05,1.12896346e-04,3.20933131e-04,2.23041760e-04,6.11460394e-05],[8.89668734e-03,1.20368829e-02,1.66083328e-02,4.13804391e-02,1.58656719e-02,7.94091451e-03,4.80640548e-03,5.14882040e-03,5.00024661e-03,1.01979731e-03,5.38765988e-04,4.89763154e-04,8.53593543e-04,1.67384561e-05,9.37048523e-06,6.44583204e-06,1.42608130e-05,1.01080599e-03,5.12074541e-05,8.03461791e-05,1.12896346e-04,3.20933131e-04,2.23041760e-04,6.11460394e-05]
1768.mp3,0.10152503242931911,0.04780237166109904,[0.04076216,0.02745613,0.03353705,0.04505948,0.00979768,0.02094869,0.01861947,0.00441019,0.00272039,0.00241697,0.00703152,0.00178332,0.00373136,0.00240447,0.00532116,0.00296098,0.00314839,0.00525118,0.0054394,0.00455773,0.00549068,0.00493661,0.00436741,0.0025874,],[0.04076216,0.02745613,0.03353705,0.04505948,0.00979768,0.02094869,0.01861947,0.00441019,0.00272039,0.00241697,0.00703152,0.00178332,0.00373136,0.00240447,0.00532116,0.00296098,0.00314839,0.00525118,0.0054394,0.00455773,0.00549068,0.00493661,0.00436741,0.0025874,]
1769.mp3,0.13566133082815943,0.04037472511857146,[0.0500622,0.05168522,0.05166563,0.0536891,0.02515424,0.0244942,0.01118445,0.00996585,0.01208832,0.00684943,0.00669588,0.00339778,0.00735021,0.00719619,0.00315841,0.00178909,0.00177259,0.00402909,0.00612631,0.00858143,0.00851368,0.00997235,0.01199517,0.01099978],[0.0500622,0.05168522,0.05166563,0.0536891,0.02515424,0.0244942,0.01118445,0.00996585,0.01208832,0.00684943,0.00669588,0.00339778,0.00735021,0.00719619,0.00315841,0.00178909,0.00177259,0.00402909,0.00612631,0.00858143,0.00851368,0.00997235,0.01199517,0.01099978]
1770.mp3,0.06895296365255868,0.06253728287923267,[0.00164477,0.01123714,0.01736843,0.02109711,0.00786145,0.01624432,0.00909332,0.0095647,0.00525948,0.01166349,0.00709193,0.00349627,0.00454161,0.0044201,0.0061807,0.00592298,0.00798331,0.00928799,0.0094745,0.01206845,0.00993158,0.00862629,0.00675367,0.00575021],[0.00164477,0.01123714,0.01736843,0.02109711,0.00786145,0.01624432,0.00909332,0.0095647,0.00525948,0.01166349,0.00709193,0.00349627,0.00454161,0.0044201,0.0061807,0.00592298,0.00798331,0.00928799,0.0094745,0.01206845,0.00993158,0.00862629,0.00675367,0.00575021]
1771.mp3,0.1949341870215072,0.02535214343565967,[0.08637236,0.04832942,0.03409891,0.03731955,0.04163086,0.05708451,0.05386843,0.08724993,0.03663338,0.01503712,0.03822044,0.00972725,0.01382213,0.02034356,0.01335716,0.0140664,0.02103936,0.01641336,0.01169429,0.00815917,0.00575167,0.00597716,0.00395753,0.0027316,],[0.08637236,0.04832942,0.03409891,0.03731955,0.04163086,0.05708451,0.05386843,0.08724993,0.03663338,0.01503712,0.03822044,0.00972725,0.01382213,0.02034356,0.01335716,0.0140664,0.02103936,0.01641336,0.01169429,0.00815917,0.00575167,0.00597716,0.00395753,0.0027316,]
1772.mp3,0.087807745527854,0.03803244617687715,[1.25145669e-02,2.17003169e-02,2.65476052e-02,3.67207321e-02,1.68601997e-02,1.46283172e-02,1.58897172e-02,3.33801658e-03,4.01122104e-03,3.64813942e-03,1.11017870e-02,3.92338247e-03,7.41744912e-03,3.43941849e-03,8.88695118e-03,1.03691719e-02,1.51497692e-02,8.94690475e-03,1.70278469e-03,1.40930516e-03,1.24922072e-03,9.21897040e-04,8.61924319e-05,8.82737547e-06],[1.25145669e-02,2.17003169e-02,2.65476052e-02,3.67207321e-02,1.68601997e-02,1.46283172e-02,1.58897172e-02,3.33801658e-03,4.01122104e-03,3.64813942e-03,1.11017870e-02,3.92338247e-03,7.41744912e-03,3.43941849e-03,8.88695118e-03,1.03691719e-02,1.51497692e-02,8.94690475e-03,1.70278469e-03,1.40930516e-03,1.24922072e-03,9.21897040e-04,8.61924319e-05,8.82737547e-06]
1773.mp3,0.10231380455710944,0.03693119525694747,[7.32534662e-03,2.72942751e-02,2.51449841e-02,4.01669192e-02,3.81320959e-02,4.21928125e-02,3.13399290e-02,3.35754258e-02,2.26786899e-02,7.78587794e-03,2.00681209e-02,6.81346613e-03,7.05430601e-03,3.49550674e-03,2.65980985e-03,1.13024349e-03,5.00044702e-04,8.09900054e-05,2.15695532e-05,1.45070423e-06,8.57830890e-08,1.38200721e-07,6.87834110e-07,2.18024522e-06],[7.32534662e-03,2.72942751e-02,2.51449841e-02,4.01669192e-02,3.81320959e-02,4.21928125e-02,3.13399290e-02,3.35754258e-02,2.26786899e-02,7.78587794e-03,2.00681209e-02,6.81346613e-03,7.05430601e-03,3.49550674e-03,2.65980985e-03,1.13024349e-03,5.00044702e-04,8.09900054e-05,2.15695532e-05,1.45070423e-06,8.57830890e-08,1.38200721e-07,6.87834110e-07,2.18024522e-06]
1774.mp3,0.12016522446193365,0.06852985117898994,[5.09729550e-02,4.66619946e-02,3.67687315e-02,3.05709139e-02,1.18545582e-02,2.25384396e-02,9.11669763e-03,2.08498229e-02,8.44048670e-03,8.03462975e-03,1.50095805e-02,1.80888562e-02,1.38731010e-02,8.43881800e-03,1.22156975e-02,1.82252052e-02,1.07905250e-02,1.71280798e-02,7.52247499e-03,7.74226060e-03,5.35808057e-03,4.41698999e-03,8.78834483e-05,4.47745002e-04],[5.09729550e-02,4.66619946e-02,3.67687315e-02,3.05709139e-02,1.18545582e-02,2.25384396e-02,9.11669763e-03,2.08498229e-02,8.44048670e-03,8.03462975e-03,1.50095805e-02,1.80888562e-02,1.38731010e-02,8.43881800e-03,1.22156975e-02,1.82252052e-02,1.07905250e-02,1.71280798e-02,7.52247499e-03,7.74226060e-03,5.35808057e-03,4.41698999e-03,8.78834483e-05,4.47745002e-04]
1775.mp3,0.058494255192544774,0.03997093667605374,[1.23266612e-04,7.48662043e-03,8.53825008e-03,2.52192132e-02,1.58436361e-02,1.69176350e-02,1.85214557e-02,1.04260114e-02,1.33659804e-02,8.04658846e-03,7.02846987e-03,4.50716066e-03,7.99503158e-03,5.17276656e-03,2.76914808e-03,1.29012859e-03,8.20342631e-04,3.51157840e-04,7.29354080e-05,1.18488113e-04,4.31198890e-06,1.16627390e-06,1.57592301e-07,3.84348053e-07],[1.23266612e-04,7.48662043e-03,8.53825008e-03,2.52192132e-02,1.58436361e-02,1.69176350e-02,1.85214557e-02,1.04260114e-02,1.33659804e-02,8.04658846e-03,7.02846987e-03,4.50716066e-03,7.99503158e-03,5.17276656e-03,2.76914808e-03,1.29012859e-03,8.20342631e-04,3.51157840e-04,7.29354080e-05,1.18488113e-04,4.31198890e-06,1.16627390e-06,1.57592301e-07,3.84348053e-07]
1776.mp3,0.0804507038923359,0.049012271942644924,[1.73962907e-03,1.33679503e-02,2.88182387e-02,3.95380357e-02,1.81091375e-02,2.52728466e-02,1.34258390e-02,2.64161014e-02,1.41921676e-02,1.51169076e-02,1.67997081e-02,6.99338104e-03,4.47816954e-03,1.49657340e-03,1.08540841e-03,3.93450109e-04,1.71317061e-05,1.65822458e-06,2.67729257e-07,9.57502077e-07,1.08532151e-08,1.87355051e-07,5.76172660e-07,1.43725734e-06],[1.73962907e-03,1.33679503e-02,2.88182387e-02,3.95380357e-02,1.81091375e-02,2.52728466e-02,1.34258390e-02,2.64161014e-02,1.41921676e-02,1.51169076e-02,1.67997081e-02,6.99338104e-03,4.47816954e-03,1.49657340e-03,1.08540841e-03,3.93450109e-04,1.71317061e-05,1.65822458e-06,2.67729257e-07,9.57502077e-07,1.08532151e-08,1.87355051e-07,5.76172660e-07,1.43725734e-06]
