song,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,onset_mean,onset_std,tempo,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,tot_loudness_mean,tot_loudness_std,SONE_mean0,SONE_mean1,SONE_mean2,SONE_mean3,SONE_mean4,SONE_mean5,SONE_mean6,SONE_mean7,SONE_mean8,SONE_mean9,SONE_mean10,SONE_mean11,SONE_mean12,SONE_mean13,SONE_mean14,SONE_mean15,SONE_mean16,SONE_mean17,SONE_mean18,SONE_mean19,SONE_mean20,SONE_mean21,SONE_mean22,SONE_mean23,SONE_std0,SONE_std1,SONE_std2,SONE_std3,SONE_std4,SONE_std5,SONE_std6,SONE_std7,SONE_std8,SONE_std9,SONE_std10,SONE_std11,SONE_std12,SONE_std13,SONE_std14,SONE_std15,SONE_std16,SONE_std17,SONE_std18,SONE_std19,SONE_std20,SONE_std21,SONE_std22,SONE_std23, valence_mean, valence_std, arousal_mean, arousal_std
1784,4985.803185,3383.314929,0.047323977,0.053656293,2353.378225,1450.378815,3259.147088,916.4295116,1.513186501,1.748821299,123.046875,-268.7789452,62.95425068,140.2276048,38.62658099,4.406349793,26.3434804,56.93983111,17.82996199,-7.615234655,14.65278642,26.76506723,12.40445236,-4.139972406,12.54254237,11.42775556,11.86740813,-9.854941738,9.466381754,5.081770766,9.183534057,-3.775953171,8.619282118,-0.471193705,8.556364424,-2.198667274,8.238334127,0.113182583,0.057715676,0.03754192,0.04527956,0.03679334,0.04256803,0.01612031,0.02123623,0.01637462,0.00853201,0.00806544,0.00583967,0.00517293,0.00387685,0.00554249,0.00420498,0.00347431,0.00365379,0.00449725,0.00764711,0.01022131,0.00967689,0.00950549,0.01172064,0.01224289,0.01046367,0.03754192,0.04527956,0.03679334,0.04256803,0.01612031,0.02123623,0.01637462,0.00853201,0.00806544,0.00583967,0.00517293,0.00387685,0.00554249,0.00420498,0.00347431,0.00365379,0.00449725,0.00764711,0.01022131,0.00967689,0.00950549,0.01172064,0.01224289,0.01046367,5.5,1.2,5.1,1.58
1785,2475.085033,1904.228236,0.02376806,0.011834869,1307.294768,722.3770897,2314.137151,937.4519921,1.586146157,1.98675651,105.46875,-237.4147084,60.82356669,187.9905456,27.86063891,1.303884341,19.29303927,21.3121935,16.57727555,3.891900604,12.76901265,17.13272397,11.11479248,-1.903579153,9.891203801,9.234517989,10.00983913,-0.753318721,8.740074785,8.139245238,8.37093595,1.267178557,7.208141305,5.762047237,6.393593028,1.955569741,6.377678223,0.159261184,0.058931885,0.08908281,0.05753289,0.03272121,0.04869457,0.02156731,0.03339275,0.0381256,0.02337307,0.02116568,0.01620509,0.01281461,0.0117471,0.01139919,0.01007564,0.00953945,0.00782196,0.00603793,0.00685006,0.00603913,0.00543511,0.00510865,0.00604878,0.00622054,0.00788146,0.08908281,0.05753289,0.03272121,0.04869457,0.02156731,0.03339275,0.0381256,0.02337307,0.02116568,0.01620509,0.01281461,0.0117471,0.01139919,0.01007564,0.00953945,0.00782196,0.00603793,0.00685006,0.00603913,0.00543511,0.00510865,0.00604878,0.00622054,0.00788146,5.6,0.8,5.2,1.17
1786,782.5841567,1094.096397,0.010914774,0.00802242,557.6956077,460.6734516,1365.42274,788.8057351,0.838881596,1.506874358,97.50884434,-418.4815586,59.26830175,155.0071099,50.12425607,80.4984192,26.8776653,35.30224822,23.3034528,21.78753774,16.1100117,17.84296417,11.58768543,14.05892982,9.052024898,7.355552848,7.353946752,-0.511986679,6.469218552,-5.518363645,6.596126624,-5.622710223,6.756753292,-0.354724627,6.089364308,4.500308427,5.90838601,0.084753773,0.065505257,5.22E-02,4.00E-02,3.22E-02,3.26E-02,1.03E-02,1.42E-02,5.73E-03,3.48E-03,1.89E-03,2.01E-03,1.34E-03,1.51E-03,4.67E-04,1.08E-04,3.38E-04,1.00E-04,6.44E-05,3.90E-05,3.83E-05,2.22E-05,3.29E-06,6.07E-06,1.12E-05,2.15E-05,5.22E-02,4.00E-02,3.22E-02,3.26E-02,1.03E-02,1.42E-02,5.73E-03,3.48E-03,1.89E-03,2.01E-03,1.34E-03,1.51E-03,4.67E-04,1.08E-04,3.38E-04,1.00E-04,6.44E-05,3.90E-05,3.83E-05,2.22E-05,3.29E-06,6.07E-06,1.12E-05,2.15E-05,4.2,1.94,3.1,1.58
1787,3527.47867,1851.553136,0.027560932,0.015837558,1716.536804,651.7160434,2793.508831,539.7838046,1.221840881,0.929270474,107.6660156,-230.7491975,55.49065102,161.7467313,20.86445638,-8.03644809,11.67166511,44.32951708,13.32333298,-2.628558435,14.26798618,21.45385286,8.631307728,-3.062782273,9.087263094,13.0518765,7.987906972,-0.35653451,8.628747211,3.009410082,7.278357154,-0.44443164,7.834781843,7.156995908,8.042026994,4.707476172,8.772934664,0.144439824,0.057549264,0.07215483,0.05154686,0.03974061,0.0416359,0.01998482,0.02113587,0.02827735,0.02737833,0.01283143,0.01390417,0.01556541,0.00969342,0.01118863,0.00617981,0.01155089,0.00788025,0.00977447,0.00817496,0.01086301,0.00843115,0.00932552,0.00980963,0.00916361,0.00632267,0.07215483,0.05154686,0.03974061,0.0416359,0.01998482,0.02113587,0.02827735,0.02737833,0.01283143,0.01390417,0.01556541,0.00969342,0.01118863,0.00617981,0.01155089,0.00788025,0.00977447,0.00817496,0.01086301,0.00843115,0.00932552,0.00980963,0.00916361,0.00632267,3.9,1.64,3.4,1.2
1788,5879.708891,2479.190036,0.072752898,0.036697185,2932.611287,1001.4197,3279.197508,653.6691121,1.434020201,0.665514238,117.4538352,-184.3834418,33.28882524,141.9545447,30.62193318,-52.58581807,19.94273216,26.41795359,20.39294124,-28.94674379,15.63750097,21.43684914,11.79127671,-30.38890649,12.20700047,11.24980147,11.05262072,-25.3720923,11.16779634,2.116093732,9.497294101,-10.9478974,10.38934368,3.524592139,9.606686852,-6.077626893,9.729285612,0.161657404,0.039938042,0.01618525,0.01728255,0.02112954,0.03749598,0.02432609,0.03184961,0.02922554,0.03685994,0.02561295,0.02468937,0.02655176,0.0354583,0.03595326,0.02372426,0.02894333,0.02461227,0.02266482,0.02945549,0.01918796,0.01939836,0.01934136,0.01945119,0.02616329,0.02236652,0.01618525,0.01728255,0.02112954,0.03749598,0.02432609,0.03184961,0.02922554,0.03685994,0.02561295,0.02468937,0.02655176,0.0354583,0.03595326,0.02372426,0.02894333,0.02461227,0.02266482,0.02945549,0.01918796,0.01939836,0.01934136,0.01945119,0.02616329,0.02236652,3.6,1.74,6,2.37
1789,3494.024773,3357.363027,0.030550151,0.032097608,1616.762016,1299.949572,2459.154268,1224.133033,1.630816812,1.750840767,114.84375,-278.4822169,64.8163382,159.6203735,33.42298122,8.666329116,24.25908547,44.17989791,17.56225011,16.11149928,21.6651491,12.63563639,16.47138754,1.15018297,14.45156812,11.69230532,14.74258479,1.25837785,12.97950471,3.172915399,9.621326413,-0.386242692,11.06900037,-2.091344154,10.0057613,-8.028187689,9.304160224,0.124699866,0.058679435,0.05552544,0.05611506,0.04948367,0.03973762,0.01529286,0.01659758,0.00874881,0.01040614,0.00639456,0.00745239,0.00240255,0.00163587,0.00339923,0.00572118,0.0041944,0.00445201,0.00541701,0.00782212,0.00810417,0.00590521,0.00721072,0.00964074,0.01047074,0.01279958,0.05552544,0.05611506,0.04948367,0.03973762,0.01529286,0.01659758,0.00874881,0.01040614,0.00639456,0.00745239,0.00240255,0.00163587,0.00339923,0.00572118,0.0041944,0.00445201,0.00541701,0.00782212,0.00810417,0.00590521,0.00721072,0.00964074,0.01047074,0.01279958,5.9,1.04,5.1,0.94
1790,1536.257377,852.6888961,0.029561424,0.015362943,971.2411615,407.9297275,1405.015659,504.735121,1.113396467,0.753405084,107.6660156,-366.0132432,57.08316516,168.9672742,36.68767612,24.17891362,29.25757785,-0.333111416,17.14772699,16.74690014,15.9017903,1.800450607,11.30704207,-12.53350813,11.47174472,-1.766652978,11.03034807,7.09867673,10.38109841,4.056740005,10.64546555,3.326398128,11.45585564,4.288391873,12.49353078,4.591300588,10.64544408,0.072470742,0.05705551,1.77E-02,2.55E-02,1.50E-02,1.54E-02,6.64E-03,2.07E-02,2.60E-02,1.79E-02,5.46E-03,1.84E-03,3.25E-03,1.98E-03,9.23E-04,2.95E-03,2.46E-03,1.61E-03,3.14E-04,3.72E-04,1.39E-05,1.34E-05,5.21E-05,4.36E-05,3.71E-05,3.13E-05,1.77E-02,2.55E-02,1.50E-02,1.54E-02,6.64E-03,2.07E-02,2.60E-02,1.79E-02,5.46E-03,1.84E-03,3.25E-03,1.98E-03,9.23E-04,2.95E-03,2.46E-03,1.61E-03,3.14E-04,3.72E-04,1.39E-05,1.34E-05,5.21E-05,4.36E-05,3.71E-05,3.13E-05,3.8,1.99,3.3,1.49
1791,2981.948635,1216.865905,0.035868516,0.03072319,1376.619592,604.525969,1790.669381,361.5372766,1.055620829,0.979936409,117.4538352,-315.9656685,50.69643552,162.5539267,16.54697717,-34.56356186,29.60218632,54.18603487,15.6775982,42.57151662,14.16868791,13.43537445,10.70006852,23.11641211,8.96441643,15.47738849,8.372101582,11.30921403,9.337160941,4.792811204,9.372569812,2.377854875,10.2036866,2.719420686,8.479444875,4.572734519,8.031911981,0.101141253,0.037667134,6.05E-02,5.21E-02,2.57E-02,1.52E-02,5.64E-03,3.13E-03,2.92E-03,4.05E-03,5.17E-03,1.93E-03,5.10E-03,3.49E-03,1.14E-02,5.24E-03,1.40E-02,1.57E-02,1.48E-02,1.03E-02,1.33E-02,5.75E-03,1.56E-03,7.90E-04,3.20E-04,3.02E-05,6.05E-02,5.21E-02,2.57E-02,1.52E-02,5.64E-03,3.13E-03,2.92E-03,4.05E-03,5.17E-03,1.93E-03,5.10E-03,3.49E-03,1.14E-02,5.24E-03,1.40E-02,1.57E-02,1.48E-02,1.03E-02,1.33E-02,5.75E-03,1.56E-03,7.90E-04,3.20E-04,3.02E-05,5.3,1.79,3.3,1.1
1792,7025.935293,2699.402997,0.056542364,0.046557212,3095.748131,1271.085818,3808.898983,662.0138314,1.478337445,1.714782532,101.3327206,-186.3953282,59.51206509,115.5718011,23.65826181,-16.57591459,15.45018632,57.46395253,12.34864341,-6.740115824,13.22444612,31.97864766,10.42277406,-5.99146919,12.72677674,17.21726157,10.6675795,-7.755756266,10.64818592,14.37892228,8.781248076,-1.890718028,9.283977864,9.60308732,8.46176209,0.155611735,8.967826615,0.184223766,0.072020816,0.09501815,0.03922328,0.0290427,0.03752685,0.01242985,0.02680136,0.01308957,0.01846952,0.01249668,0.00996998,0.01002407,0.01358874,0.01582134,0.01363796,0.01780096,0.01723608,0.01847016,0.02645133,0.03020333,0.03057537,0.03389588,0.03245383,0.03527767,0.03479446,0.09501815,0.03922328,0.0290427,0.03752685,0.01242985,0.02680136,0.01308957,0.01846952,0.01249668,0.00996998,0.01002407,0.01358874,0.01582134,0.01363796,0.01780096,0.01723608,0.01847016,0.02645133,0.03020333,0.03057537,0.03389588,0.03245383,0.03527767,0.03479446,6.1,0.54,5.1,1.04
1793,3414.612686,1781.090027,0.022603794,0.024991863,1530.571023,738.3488295,2369.372128,560.510357,1.508411301,1.745674618,101.3327206,-226.8665253,56.31075304,157.9760454,22.8931071,-25.48150919,23.17646272,45.48247407,20.57518925,12.12078186,19.17539204,18.15418186,15.39009099,12.46322192,11.3000142,13.34954923,9.00553627,16.45091138,9.169995588,5.270497457,7.716144095,11.01645405,6.590813586,11.77196715,7.417705285,3.961222762,6.484886214,0.187397498,0.067998967,0.12898474,0.06347128,0.03126929,0.02212408,0.00589584,0.01232406,0.00983399,0.01327973,0.01372151,0.00833,0.013534,0.01179689,0.01624041,0.00956352,0.013529,0.01919885,0.01951148,0.01924007,0.01270553,0.01202981,0.01467948,0.01328611,0.00637148,0.00228356,0.12898474,0.06347128,0.03126929,0.02212408,0.00589584,0.01232406,0.00983399,0.01327973,0.01372151,0.00833,0.013534,0.01179689,0.01624041,0.00956352,0.013529,0.01919885,0.01951148,0.01924007,0.01270553,0.01202981,0.01467948,0.01328611,0.00637148,0.00228356,5.1,0.83,4.2,0.87
1794,2528.862486,1916.92172,0.02433495,0.020122991,1241.312166,746.6096204,1954.18439,815.2041605,1.623037944,2.368632526,129.1992188,-306.0767933,71.88091864,171.1297688,25.42040416,-9.974435069,36.07060886,46.19174056,26.42012394,14.94581463,20.03082661,1.934497447,15.86269042,17.73642144,14.92272908,17.47993245,13.58610847,5.188784267,11.69543978,7.883652794,12.44609813,-7.307484435,12.33202245,-5.483418468,12.20057644,1.297095148,11.88092095,0.117655103,0.03828964,0.0587329,0.0699975,0.01416984,0.02787331,0.01278008,0.01428002,0.00535313,0.00876902,0.01544441,0.00673753,0.01129599,0.007812,0.00558402,0.00852382,0.00701025,0.00416986,0.00745884,0.00934489,0.0108575,0.00683469,0.00319348,0.00268358,0.00312074,0.00274939,0.0587329,0.0699975,0.01416984,0.02787331,0.01278008,0.01428002,0.00535313,0.00876902,0.01544441,0.00673753,0.01129599,0.007812,0.00558402,0.00852382,0.00701025,0.00416986,0.00745884,0.00934489,0.0108575,0.00683469,0.00319348,0.00268358,0.00312074,0.00274939,4.2,0.98,3.7,1.1
1795,3025.270595,1345.481323,0.043948588,0.028496819,1641.528548,670.8592599,2161.220562,579.7319613,1.09558754,1.715058219,105.46875,-285.6959209,72.90710834,150.4471883,23.7208144,-23.78755471,31.12839904,21.98627142,21.19509005,19.38466377,17.86219265,16.81863997,11.60327525,6.635661582,11.26515151,0.797772184,10.95780807,-3.079985607,10.53772758,2.738001156,10.7822562,-1.605712793,9.779973161,-2.232378637,9.662887683,-3.414851682,9.019422301,0.105723986,0.059129395,0.02122347,0.04152735,0.03239148,0.02812882,0.0059551,0.01389139,0.01364255,0.00673256,0.01437748,0.00882569,0.01233191,0.01537657,0.02353435,0.01412295,0.01783878,0.01856508,0.00776595,0.00977674,0.01075069,0.00627141,0.00438724,0.00355127,0.00265856,0.00254595,0.02122347,0.04152735,0.03239148,0.02812882,0.0059551,0.01389139,0.01364255,0.00673256,0.01437748,0.00882569,0.01233191,0.01537657,0.02353435,0.01412295,0.01783878,0.01856508,0.00776595,0.00977674,0.01075069,0.00627141,0.00438724,0.00355127,0.00265856,0.00254595,3.9,1.3,3,1
1796,5464.844733,2059.160505,0.058213556,0.029913032,2519.811209,873.1182842,3008.088871,741.5428852,1.283475243,1.095102591,143.5546875,-175.1957453,45.07325464,157.6176609,29.0929925,-41.57038452,18.05137255,53.68469169,17.22931899,-7.629121838,18.8147274,27.48137397,13.68328881,-14.34599074,11.08553352,10.33181557,9.329893025,-2.97702462,12.32777781,9.236335105,9.884809482,13.07038434,9.331452408,8.606583691,7.242689269,-5.065265162,7.134014109,0.178092346,0.050933999,0.06001738,0.06782582,0.03970735,0.03347618,0.02069431,0.02591972,0.02295634,0.04180651,0.02031987,0.0092915,0.01065449,0.02532163,0.03033234,0.02732439,0.02904859,0.02269692,0.02989696,0.03906434,0.02658139,0.02621201,0.02534023,0.03150569,0.02388647,0.01542742,0.06001738,0.06782582,0.03970735,0.03347618,0.02069431,0.02591972,0.02295634,0.04180651,0.02031987,0.0092915,0.01065449,0.02532163,0.03033234,0.02732439,0.02904859,0.02269692,0.02989696,0.03906434,0.02658139,0.02621201,0.02534023,0.03150569,0.02388647,0.01542742,5.8,1.6,6,1.55
1797,3735.677411,2277.831046,0.042924407,0.027973907,1894.378231,897.8309204,2577.048518,818.2653531,1.329095056,1.171999376,132.5120192,-301.0097855,55.80641014,144.4501437,28.95822321,-15.00897578,30.60273736,37.59488449,20.24043825,5.207693791,16.89171158,13.90477239,11.25668557,1.746960054,10.92228918,1.611221734,9.309466836,-4.857292495,9.9069955,-1.361745699,9.285791727,-1.006255862,9.561045883,-2.51754173,8.57393578,-2.309985217,9.46957971,0.091624709,0.048190988,0.02174128,0.02315859,0.01384587,0.02806903,0.01043112,0.01515716,0.01459476,0.0073619,0.00896434,0.00905839,0.01170245,0.00242893,0.02110261,0.00948981,0.00746558,0.00872205,0.00430771,0.00758703,0.00520197,0.00413386,0.0034451,0.00343044,0.00322382,0.00183444,0.02174128,0.02315859,0.01384587,0.02806903,0.01043112,0.01515716,0.01459476,0.0073619,0.00896434,0.00905839,0.01170245,0.00242893,0.02110261,0.00948981,0.00746558,0.00872205,0.00430771,0.00758703,0.00520197,0.00413386,0.0034451,0.00343044,0.00322382,0.00183444,3.6,1.11,4.1,1.81
1798,3627.366955,2949.018302,0.030878624,0.030785986,1818.000534,1137.95472,3008.55897,853.437955,1.567638054,1.845133835,151.9990809,-242.5945849,66.28309473,153.2224566,29.68098587,14.78628455,30.26565371,47.40538217,19.24825441,-5.592704451,14.61165637,27.43829999,12.84358702,-0.93888623,11.7271871,14.90100973,10.90305134,-0.585747977,9.658700325,8.671604618,9.142282171,-4.131179379,8.117113676,0.167444674,7.180431373,-0.069196161,8.278092944,0.161029342,0.071099127,0.09322787,0.05118479,0.03222308,0.05029426,0.01917665,0.0250188,0.02154442,0.00964206,0.0237724,0.00668524,0.01068056,0.00549012,0.00905031,0.00615735,0.00840016,0.00728015,0.00737359,0.00903767,0.01078842,0.01382714,0.01323346,0.01448821,0.01665814,0.01338192,0.09322787,0.05118479,0.03222308,0.05029426,0.01917665,0.0250188,0.02154442,0.00964206,0.0237724,0.00668524,0.01068056,0.00549012,0.00905031,0.00615735,0.00840016,0.00728015,0.00737359,0.00903767,0.01078842,0.01382714,0.01323346,0.01448821,0.01665814,0.01338192,5.7,0.64,4,1.48
1799,1719.967377,1274.278059,0.022941912,0.011113876,1033.155798,476.1037667,1795.964669,556.037585,1.788596467,2.604799465,120.1853198,-292.1404265,65.71740413,195.8304105,25.00367172,10.07955916,34.35645154,29.20018616,17.3264118,1.240013848,14.58753639,4.338395132,12.92345971,2.472334825,10.87746771,-5.83759955,10.71153587,-2.097395296,8.912928936,5.409033885,9.131000252,-3.429410141,10.9725175,-2.686166171,9.795944959,6.870267356,7.773145887,0.132415851,0.054712391,0.07047475,0.03863588,0.02006844,0.0297182,0.02467582,0.05735467,0.02712819,0.02163771,0.01192067,0.01637249,0.00701032,0.00844585,0.00636702,0.00585761,0.00764156,0.00444154,0.00298088,0.00343556,0.00437281,0.00378251,0.00232283,0.00140525,0.00133595,0.00086583,0.07047475,0.03863588,0.02006844,0.0297182,0.02467582,0.05735467,0.02712819,0.02163771,0.01192067,0.01637249,0.00701032,0.00844585,0.00636702,0.00585761,0.00764156,0.00444154,0.00298088,0.00343556,0.00437281,0.00378251,0.00232283,0.00140525,0.00133595,0.00086583,5.8,0.87,4.5,1.28
1800,1110.43773,1261.085229,0.013879231,0.00930067,720.6026867,513.9667507,1562.654917,664.5715251,1.049060335,1.178907537,132.5120192,-369.1642876,62.75193525,154.2711765,42.96892326,57.63943759,29.51264784,26.21625016,16.91703699,14.32290087,12.68593813,6.690881277,10.97755709,8.279393353,9.917818989,7.838758551,9.462603729,5.230331908,8.602375224,0.944976713,8.301111087,-0.567557697,7.412037737,2.386631747,6.211265581,0.723521539,6.551830404,0.094865617,0.060836734,5.29E-02,3.16E-02,3.66E-02,2.62E-02,1.66E-02,2.21E-02,6.89E-03,8.67E-03,4.67E-03,2.58E-03,2.30E-03,5.96E-04,8.79E-04,7.08E-04,2.04E-04,7.03E-04,6.43E-04,2.24E-04,2.23E-04,3.14E-04,1.82E-04,1.01E-04,3.87E-05,5.02E-05,5.29E-02,3.16E-02,3.66E-02,2.62E-02,1.66E-02,2.21E-02,6.89E-03,8.67E-03,4.67E-03,2.58E-03,2.30E-03,5.96E-04,8.79E-04,7.08E-04,2.04E-04,7.03E-04,6.43E-04,2.24E-04,2.23E-04,3.14E-04,1.82E-04,1.01E-04,3.87E-05,5.02E-05,3.4,1.62,2.6,1.02
1801,1981.349253,901.2268222,0.029996139,0.013849496,1154.450231,408.2526614,1390.124651,449.9632289,1.056126332,0.306101674,119.6808511,-308.399397,44.0131658,215.066911,16.4899776,-21.76508672,29.41895482,-22.62018606,19.7188829,12.98431517,14.35645979,-1.10469004,13.90734906,-19.02157717,11.5676776,-3.63669479,9.430458178,-20.56303519,9.40864176,-21.25973223,7.869098902,-1.798058845,10.8503539,-11.2140387,10.40596041,-7.174458065,8.36324543,0.114141501,0.039395225,0.00032496,0.01448477,0.04760903,0.04581902,0.02154749,0.04582858,0.02302193,0.02305082,0.01610653,0.01211704,0.01303795,0.02353765,0.01220108,0.00731698,0.00837414,0.00680019,0.00285608,0.00424961,0.0016005,0.00038711,0.00022708,0.00049386,0.00065735,0.00017399,0.00032496,0.01448477,0.04760903,0.04581902,0.02154749,0.04582858,0.02302193,0.02305082,0.01610653,0.01211704,0.01303795,0.02353765,0.01220108,0.00731698,0.00837414,0.00680019,0.00285608,0.00424961,0.0016005,0.00038711,0.00022708,0.00049386,0.00065735,0.00017399,3.4,1.5,2.8,1.6
1802,5925.619724,2217.406678,0.087177855,0.050636356,3090.97848,1157.429503,3062.733386,598.7292549,1.283888753,0.729622326,117.4538352,-214.0764754,102.5488279,129.5681569,32.48709061,-55.43327292,34.50856647,41.19249974,22.25549791,-19.7996905,17.63808856,17.41581223,18.50046737,-18.94382116,13.66853772,13.38196569,17.07992809,-2.426512468,9.870397144,5.589459221,12.98384598,-1.524280394,9.574894884,2.901625131,9.460160359,-0.738880245,8.674382724,0.145923174,0.073272817,0.02814964,0.02914103,0.01517658,0.01198175,0.01046606,0.02198221,0.01623051,0.02245684,0.0228247,0.01511114,0.01984146,0.01666527,0.01999975,0.02320101,0.03837254,0.03220848,0.03371384,0.03780667,0.03258217,0.02607604,0.02674355,0.03028846,0.02246104,0.01375239,0.02814964,0.02914103,0.01517658,0.01198175,0.01046606,0.02198221,0.01623051,0.02245684,0.0228247,0.01511114,0.01984146,0.01666527,0.01999975,0.02320101,0.03837254,0.03220848,0.03371384,0.03780667,0.03258217,0.02607604,0.02674355,0.03028846,0.02246104,0.01375239,5.7,1.55,6.6,1.69
1803,2439.951913,1427.032095,0.021290625,0.012262229,1269.57959,551.2499359,2275.556886,669.9917564,1.161436542,0.743365366,109.9567819,-239.959629,48.0216968,179.2589663,21.89865714,-4.422633118,13.38868552,37.33292984,13.16772978,9.893655496,16.5076098,34.49073336,9.942095633,7.559907433,12.39699831,14.03058608,8.475215511,3.568294465,7.740051891,-1.451915418,8.128981721,-3.766392522,6.900637404,-1.733417278,10.7009067,-1.655248584,7.642494229,0.167413523,0.037285157,0.10181641,0.05750924,0.05518171,0.06174427,0.03040843,0.01975605,0.01968851,0.0113858,0.01693768,0.00959202,0.02148438,0.01079178,0.02294879,0.00366665,0.01603947,0.00717151,0.00452518,0.00796939,0.00409404,0.00441499,0.00559499,0.0091706,0.00547349,0.00390117,0.10181641,0.05750924,0.05518171,0.06174427,0.03040843,0.01975605,0.01968851,0.0113858,0.01693768,0.00959202,0.02148438,0.01079178,0.02294879,0.00366665,0.01603947,0.00717151,0.00452518,0.00796939,0.00409404,0.00441499,0.00559499,0.0091706,0.00547349,0.00390117,4.1,1.58,3.6,1.36
1804,5837.686923,2080.57267,0.054529527,0.023407423,2494.418959,723.7012232,3158.920479,654.4420005,1.168585172,0.717435892,105.46875,-180.2169685,37.77877465,152.3769267,19.57914458,-33.95150935,20.72914846,58.46823662,9.511644984,-6.934237032,11.65026468,39.47558316,13.11969603,-11.23671789,12.00215623,5.852075814,11.99588144,1.363119408,12.03851837,6.019246293,12.12288105,6.809435896,8.655276512,0.243616545,7.611629328,1.073708525,6.50853841,0.177764719,0.051978127,0.07968399,0.06368969,0.03533798,0.04433233,0.02090957,0.0269637,0.02433078,0.02103363,0.01373916,0.01202223,0.01164821,0.01808688,0.02925778,0.03013791,0.02814519,0.02672442,0.02162271,0.02249596,0.02283122,0.02036474,0.02246688,0.02903104,0.02788016,0.01141025,0.07968399,0.06368969,0.03533798,0.04433233,0.02090957,0.0269637,0.02433078,0.02103363,0.01373916,0.01202223,0.01164821,0.01808688,0.02925778,0.03013791,0.02814519,0.02672442,0.02162271,0.02249596,0.02283122,0.02036474,0.02246688,0.02903104,0.02788016,0.01141025,5.7,1.1,5.9,0.94
1805,4775.582234,2081.732891,0.050650991,0.018943265,2316.432145,756.0706679,3123.590277,707.052136,1.313761476,0.937364693,135.9991776,-212.1165522,62.75190256,146.1170923,22.74699907,-33.14733831,14.72754724,36.70688249,16.56237386,-3.275832638,13.45095507,33.09308924,14.6409006,2.100255256,13.67951927,25.38317522,11.62267343,-3.289780761,9.033360747,11.5642492,8.746193201,-3.745370411,7.419446538,6.739176543,7.688452512,-1.195415285,8.566483316,0.150970479,0.050036761,0.0662028,0.05418145,0.03678359,0.0198105,0.00902565,0.01868133,0.00911325,0.01828453,0.01824488,0.02464921,0.02561104,0.02233302,0.03395097,0.01230173,0.02355206,0.01658162,0.01528163,0.01722749,0.01589699,0.01518717,0.01240271,0.01504514,0.01386979,0.0166996,0.0662028,0.05418145,0.03678359,0.0198105,0.00902565,0.01868133,0.00911325,0.01828453,0.01824488,0.02464921,0.02561104,0.02233302,0.03395097,0.01230173,0.02355206,0.01658162,0.01528163,0.01722749,0.01589699,0.01518717,0.01240271,0.01504514,0.01386979,0.0166996,5.7,1.27,4.9,1.22
1806,7353.533312,2424.996133,0.068220046,0.047098301,3226.190302,1161.287017,3856.197956,644.4672024,1.211951821,0.653857728,120.1853198,-154.2129137,36.22980506,128.906633,20.00831789,-22.09640376,15.54649177,47.41585915,11.76993974,-11.77698925,11.60670152,36.82525394,11.02559146,-13.47499613,10.58566784,24.34266123,11.47728846,-7.501577625,10.40730064,8.443666684,8.306883319,-4.384445977,7.50666647,8.297041036,7.586766728,-0.71072566,7.543861424,0.202589311,0.064140775,0.07971104,0.05859628,0.04206925,0.03950164,0.01744654,0.0292363,0.02231261,0.02133156,0.02249289,0.02002969,0.02255537,0.0248848,0.02866804,0.01776373,0.02412712,0.02910212,0.02702604,0.03026605,0.02568078,0.02787013,0.03001162,0.04027158,0.04789638,0.03972977,0.07971104,0.05859628,0.04206925,0.03950164,0.01744654,0.0292363,0.02231261,0.02133156,0.02249289,0.02002969,0.02255537,0.0248848,0.02866804,0.01776373,0.02412712,0.02910212,0.02702604,0.03026605,0.02568078,0.02787013,0.03001162,0.04027158,0.04789638,0.03972977,6.5,1.36,6.2,1.33
1807,6434.105538,2691.779183,0.056987058,0.036112437,2829.30945,1011.185534,3486.041743,807.977678,1.23416095,0.700422642,114.84375,-177.7874178,35.77027342,135.1266361,22.40466164,-29.7195697,22.05330375,46.60802352,17.64465255,-8.884547922,13.31822586,32.4940257,11.58756267,-10.79834178,10.85435873,17.84514431,12.11780407,3.943915265,13.07299254,4.363368134,12.0321401,1.531605545,12.70802747,8.104235012,8.844329552,5.622440964,7.226089423,0.183294924,0.06018094,0.08852896,0.0458869,0.03086236,0.02732647,0.01331107,0.02781846,0.01934761,0.02115925,0.01770545,0.01722491,0.02319327,0.01814699,0.02234349,0.01504874,0.0227142,0.03061905,0.02061334,0.02838494,0.0191671,0.01999823,0.024981,0.03107055,0.03199078,0.02360909,0.08852896,0.0458869,0.03086236,0.02732647,0.01331107,0.02781846,0.01934761,0.02115925,0.01770545,0.01722491,0.02319327,0.01814699,0.02234349,0.01504874,0.0227142,0.03061905,0.02061334,0.02838494,0.0191671,0.01999823,0.024981,0.03107055,0.03199078,0.02360909,5.7,0.9,5.3,1
